Date,01202,04100,13102,14382,14384,16201,17201,22205,24203,26100,32203,34100,42201,47207
2014-06-01,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-02,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-03,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-04,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-05,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-06,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-07,57.0,62.0,69.0,25.0,46.0,48.0,48.0,39.0,58.0,63.0,60.0,49.0,58.0,76.0
2014-06-08,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-09,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-10,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-11,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-12,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-13,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-14,59.0,66.0,68.0,26.0,46.0,48.0,42.0,41.0,59.0,62.0,56.0,49.0,56.0,81.0
2014-06-15,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-16,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-17,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-18,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-19,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-20,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-21,60.0,62.0,68.0,25.0,51.0,52.0,47.0,47.0,54.0,61.0,58.0,50.0,56.0,82.0
2014-06-22,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-23,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-24,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-25,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-26,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-27,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-28,61.0,64.0,69.0,26.0,54.0,50.0,46.0,48.0,56.0,66.0,54.0,48.0,56.0,84.0
2014-06-29,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-06-30,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-01,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-02,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-03,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-04,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-05,65.0,69.0,76.0,25.0,50.0,53.0,49.0,53.0,59.0,74.0,61.0,52.0,67.0,97.0
2014-07-06,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-07,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-08,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-09,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-10,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-11,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-12,63.0,71.0,77.0,26.0,54.0,62.0,51.0,56.0,60.0,71.0,60.0,55.0,70.0,100.0
2014-07-13,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-14,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-15,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-16,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-17,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-18,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-19,71.0,74.0,83.0,28.0,70.0,63.0,56.0,66.0,69.0,71.0,62.0,59.0,72.0,88.0
2014-07-20,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-21,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-22,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-23,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-24,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-25,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-26,70.0,71.0,81.0,30.0,74.0,66.0,54.0,69.0,68.0,72.0,62.0,60.0,72.0,83.0
2014-07-27,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-07-28,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-07-29,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-07-30,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-07-31,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-08-01,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-08-02,69.0,74.0,84.0,30.0,69.0,67.0,56.0,71.0,71.0,71.0,64.0,60.0,76.0,83.0
2014-08-03,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-04,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-05,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-06,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-07,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-08,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-09,80.0,88.0,92.0,34.0,92.0,75.0,66.0,80.0,77.0,80.0,73.0,72.0,78.0,88.0
2014-08-10,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-11,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-12,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-13,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-14,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-15,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-16,100.0,80.0,94.0,40.0,92.0,86.0,70.0,83.0,94.0,93.0,81.0,69.0,83.0,90.0
2014-08-17,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-18,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-19,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-20,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-21,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-22,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-23,73.0,78.0,86.0,34.0,68.0,69.0,61.0,74.0,75.0,77.0,81.0,72.0,75.0,89.0
2014-08-24,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-25,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-26,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-27,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-28,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-29,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-30,67.0,72.0,80.0,33.0,61.0,67.0,58.0,76.0,70.0,71.0,64.0,60.0,70.0,86.0
2014-08-31,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-01,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-02,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-03,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-04,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-05,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-06,64.0,71.0,76.0,33.0,55.0,59.0,54.0,58.0,64.0,71.0,68.0,54.0,67.0,86.0
2014-09-07,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-08,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-09,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-10,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-11,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-12,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-13,65.0,75.0,77.0,33.0,54.0,61.0,54.0,55.0,67.0,72.0,67.0,55.0,67.0,77.0
2014-09-14,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-15,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-16,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-17,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-18,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-19,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-20,61.0,71.0,75.0,33.0,59.0,60.0,52.0,53.0,74.0,71.0,68.0,51.0,66.0,75.0
2014-09-21,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-22,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-23,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-24,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-25,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-26,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-27,56.0,61.0,72.0,31.0,61.0,56.0,48.0,44.0,62.0,70.0,62.0,49.0,65.0,70.0
2014-09-28,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-09-29,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-09-30,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-10-01,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-10-02,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-10-03,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-10-04,57.0,64.0,73.0,32.0,49.0,52.0,50.0,43.0,60.0,69.0,76.0,49.0,65.0,65.0
2014-10-05,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-06,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-07,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-08,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-09,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-10,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-11,58.0,65.0,74.0,32.0,63.0,58.0,59.0,46.0,65.0,71.0,100.0,50.0,68.0,64.0
2014-10-12,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-13,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-14,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-15,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-16,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-17,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-18,55.0,62.0,71.0,32.0,53.0,55.0,51.0,44.0,59.0,71.0,75.0,51.0,67.0,63.0
2014-10-19,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-20,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-21,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-22,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-23,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-24,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-25,52.0,58.0,70.0,32.0,50.0,50.0,46.0,43.0,55.0,73.0,63.0,48.0,63.0,52.0
2014-10-26,50.0,58.0,73.0,35.0,56.0,55.0,48.0,45.0,60.0,76.0,62.0,48.0,62.0,47.0
2014-10-27,50.0,58.0,73.0,35.0,56.0,55.0,48.0,45.0,60.0,76.0,62.0,48.0,62.0,47.0
2014-10-28,50.0,58.0,73.0,35.0,56.0,55.0,48.0,45.0,60.0,76.0,62.0,48.0,62.0,47.0
